scene,year,date,crop,filename,frame_id,camera_type,view_type,nadir_or_oblique,view_verticality_score,width,height,corresponding_depth_filename,intrinsics_available,extrinsics_available,camera_model,local_rgb_path,local_depth_path,source_rgb,source_depth,source_revision
2025/Day001_Oat,2025,Day001,oat,487.JPG,487,DJI Mavic 3M RGB camera,oblique,oblique,0.7080546480846165,5280,3956,487_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day001_Oat\images\487.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day001_Oat\487_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day001_Oat/images/487.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day001_Oat_depth/487_depth.tif?download=true,main
2025/Day001_Oat,2025,Day001,oat,558.JPG,558,DJI Mavic 3M RGB camera,oblique,oblique,0.7085719022101711,5280,3956,558_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day001_Oat\images\558.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day001_Oat\558_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day001_Oat/images/558.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day001_Oat_depth/558_depth.tif?download=true,main
2025/Day001_Oat,2025,Day001,oat,629.JPG,629,DJI Mavic 3M RGB camera,oblique,oblique,0.7093736388252762,5280,3956,629_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day001_Oat\images\629.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day001_Oat\629_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day001_Oat/images/629.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day001_Oat_depth/629_depth.tif?download=true,main
2025/Day001_Oat,2025,Day001,oat,700.JPG,700,DJI Mavic 3M RGB camera,oblique,oblique,0.7083800399027272,5280,3956,700_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day001_Oat\images\700.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day001_Oat\700_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day001_Oat/images/700.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day001_Oat_depth/700_depth.tif?download=true,main
2025/Day007_Corn,2025,Day007,corn,1.JPG,1,DJI Mavic 3M RGB camera,nadir,nadir,0.9999954721327803,5280,3956,1_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day007_Corn\images\1.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day007_Corn\1_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day007_Corn/images/1.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day007_Corn_depth/1_depth.tif?download=true,main
2025/Day007_Corn,2025,Day007,corn,33.JPG,33,DJI Mavic 3M RGB camera,nadir,nadir,0.9999647586221735,5280,3956,33_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day007_Corn\images\33.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day007_Corn\33_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day007_Corn/images/33.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day007_Corn_depth/33_depth.tif?download=true,main
2025/Day007_Corn,2025,Day007,corn,64.JPG,64,DJI Mavic 3M RGB camera,nadir,nadir,0.9999746975571722,5280,3956,64_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day007_Corn\images\64.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day007_Corn\64_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day007_Corn/images/64.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day007_Corn_depth/64_depth.tif?download=true,main
2025/Day007_Corn,2025,Day007,corn,578.JPG,578,DJI Mavic 3M RGB camera,nadir,nadir,0.9999915345736107,5280,3956,578_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day007_Corn\images\578.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day007_Corn\578_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day007_Corn/images/578.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day007_Corn_depth/578_depth.tif?download=true,main
2025/Day007_Corn,2025,Day007,corn,609.JPG,609,DJI Mavic 3M RGB camera,nadir,nadir,0.9999944862551331,5280,3956,609_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day007_Corn\images\609.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day007_Corn\609_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day007_Corn/images/609.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day007_Corn_depth/609_depth.tif?download=true,main
2025/Day007_Corn,2025,Day007,corn,639.JPG,639,DJI Mavic 3M RGB camera,nadir,nadir,0.9999842408219877,5280,3956,639_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day007_Corn\images\639.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day007_Corn\639_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day007_Corn/images/639.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day007_Corn_depth/639_depth.tif?download=true,main
2025/Day007_Corn,2025,Day007,corn,670.JPG,670,DJI Mavic 3M RGB camera,nadir,nadir,0.9999760870075198,5280,3956,670_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day007_Corn\images\670.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day007_Corn\670_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day007_Corn/images/670.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day007_Corn_depth/670_depth.tif?download=true,main
2025/Day007_Corn,2025,Day007,corn,701.JPG,701,DJI Mavic 3M RGB camera,nadir,nadir,0.9999967126160184,5280,3956,701_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day007_Corn\images\701.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day007_Corn\701_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day007_Corn/images/701.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day007_Corn_depth/701_depth.tif?download=true,main
2025/Day007_Corn,2025,Day007,corn,111.JPG,111,DJI Mavic 3M RGB camera,oblique,oblique,0.7023218186333064,5280,3956,111_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day007_Corn\images\111.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day007_Corn\111_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day007_Corn/images/111.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day007_Corn_depth/111_depth.tif?download=true,main
2025/Day007_Corn,2025,Day007,corn,222.JPG,222,DJI Mavic 3M RGB camera,oblique,oblique,0.7056516241242933,5280,3956,222_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day007_Corn\images\222.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day007_Corn\222_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day007_Corn/images/222.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day007_Corn_depth/222_depth.tif?download=true,main
2025/Day007_Corn,2025,Day007,corn,334.JPG,334,DJI Mavic 3M RGB camera,oblique,oblique,0.7068111656329447,5280,3956,334_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day007_Corn\images\334.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day007_Corn\334_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day007_Corn/images/334.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day007_Corn_depth/334_depth.tif?download=true,main
2025/Day007_Corn,2025,Day007,corn,446.JPG,446,DJI Mavic 3M RGB camera,oblique,oblique,0.7057395311749536,5280,3956,446_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day007_Corn\images\446.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day007_Corn\446_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day007_Corn/images/446.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day007_Corn_depth/446_depth.tif?download=true,main
2025/Day007_Corn,2025,Day007,corn,558.JPG,558,DJI Mavic 3M RGB camera,oblique,oblique,0.7042619721063174,5280,3956,558_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day007_Corn\images\558.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day007_Corn\558_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day007_Corn/images/558.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day007_Corn_depth/558_depth.tif?download=true,main
2025/Day007_Corn,2025,Day007,corn,795.JPG,795,DJI Mavic 3M RGB camera,oblique,oblique,0.7052706955719295,5280,3956,795_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day007_Corn\images\795.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day007_Corn\795_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day007_Corn/images/795.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day007_Corn_depth/795_depth.tif?download=true,main
2025/Day007_Corn,2025,Day007,corn,1097.JPG,1097,DJI Mavic 3M RGB camera,oblique,oblique,0.7082186092059759,5280,3956,1097_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day007_Corn\images\1097.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day007_Corn\1097_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day007_Corn/images/1097.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day007_Corn_depth/1097_depth.tif?download=true,main
2025/Day007_Corn,2025,Day007,corn,1209.JPG,1209,DJI Mavic 3M RGB camera,oblique,oblique,0.7048275909019304,5280,3956,1209_depth.tif,True,True,OPENCV,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop\2025\Day007_Corn\images\1209.JPG,C:\Users\81902\Documents\Codex\2026-09-20\depth-anything-v2-python-uav-rgb\data\uav3dcrop_depth\2025\Day007_Corn\1209_depth.tif,https://huggingface.co/datasets/Link-Dev/UAV3DCrop/resolve/main/2025/Day007_Corn/images/1209.JPG?download=true,https://huggingface.co/datasets/Link-Dev/UAV3DCrop_depth/resolve/main/2025/Day007_Corn_depth/1209_depth.tif?download=true,main
